"MonitoringLocationIdentifier","ActivityStartDate","ActivityEndDate","HydrologicEvent","CharacteristicName","meanresult"
"21NC03WQ-J1330000",2017-10-26,NA,"","Total suspended solids",NA
"21NC03WQ-J1330000",2017-11-21,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2017-12-13,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-01-25,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-01-25,NA,"","Total suspended solids",NA
"21NC03WQ-J1330000",2018-02-15,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-03-19,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-06-04,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-06-27,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-07-26,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-07-26,NA,"","Total suspended solids",NA
"21NC03WQ-J1330000",2018-08-16,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-10-25,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-10-25,NA,"","Total suspended solids",NA
"21NC03WQ-J1330000",2018-11-19,NA,"","Phosphorus",NA
"21NC03WQ-J1330000",2018-12-17,NA,"","Phosphorus",NA
"USGS-0208675009",2016-10-08,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2016-10-08,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2016-12-06,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2016-12-06,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-01-02,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-01-02,NA,"Routine sample","Phosphorus",NA
"USGS-0208675009",2017-01-23,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-01-23,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-02-09,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-02-09,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-03-01,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-03-01,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-03-14,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-03-14,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-04-25,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-04-25,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-05-05,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-05-05,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-05-24,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-05-24,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-05-25,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-05-25,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-06-05,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-06-05,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-06-17,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-06-17,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-06-20,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-06-20,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-06-26,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-06-26,NA,"Routine sample","Phosphorus",NA
"USGS-0208675009",2017-07-08,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-07-08,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-08-13,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-08-13,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-09-01,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-09-01,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-10-11,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-10-11,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-10-23,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-10-23,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-11-13,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-11-13,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-12-08,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-12-08,NA,"Storm","Phosphorus",NA
"USGS-0208675009",2017-12-21,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2017-12-21,NA,"Routine sample","Phosphorus",NA
"USGS-0208675009",2018-01-12,NA,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675009",2018-01-12,NA,"Storm","Phosphorus",NA
"USGS-0208675010",2011-07-20,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2011-07-20,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2011-07-20,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2011-07-20,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2011-09-02,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2011-09-02,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2011-09-02,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2011-09-02,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2011-09-28,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2011-09-28,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2011-09-28,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2011-09-28,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2011-10-26,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2011-10-26,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2011-10-26,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2011-10-26,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2011-11-28,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2011-11-28,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2011-11-28,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2011-11-28,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2011-12-29,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2011-12-29,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2011-12-29,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2011-12-29,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2012-01-30,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2012-01-30,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2012-01-30,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2012-01-30,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2012-02-23,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2012-02-23,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2012-02-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2012-02-23,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2012-03-30,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2012-03-30,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2012-03-30,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2012-03-30,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2012-04-25,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2012-04-25,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2012-05-30,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2012-05-30,NA,"Routine sample","Phosphorus",NA
"USGS-0208675010",2012-06-29,NA,"Routine sample","Gage height",NA
"USGS-0208675010",2012-06-29,NA,"Routine sample","Height, gage",NA
"USGS-0208675010",2012-06-29,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208675010",2012-06-29,NA,"Routine sample","Phosphorus",NA
"USGS-0208682450",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-0208682450",2016-07-12,NA,"Routine sample","Phosphorus",NA
"USGS-0208682450",2016-07-12,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086833",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086833",2016-07-12,NA,"Routine sample","Phosphorus",NA
"USGS-02086833",2016-07-12,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086833",2018-03-27,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086833",2018-03-27,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086835",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086835",2016-07-12,NA,"Routine sample","Phosphorus",NA
"USGS-02086835",2016-07-12,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086837",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086837",2016-07-12,NA,"Routine sample","Phosphorus",NA
"USGS-02086837",2016-07-12,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086837",2018-03-27,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086837",2018-03-27,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086839",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086839",2016-07-12,NA,"Routine sample","Phosphorus",NA
"USGS-02086839",2016-07-12,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086841",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086841",2016-07-12,NA,"Routine sample","Phosphorus",NA
"USGS-02086841",2016-07-12,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086843",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086843",2016-07-12,NA,"Routine sample","Phosphorus",NA
"USGS-02086843",2016-07-12,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086845",2016-07-12,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086845",2016-07-12,NA,"Routine sample","Phosphorus",NA
"USGS-02086845",2016-07-12,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1982-11-17,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1982-11-17,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1982-11-17,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1982-12-16,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1982-12-16,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1982-12-16,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1983-02-22,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1983-02-22,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1983-02-22,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1983-03-18,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1983-03-18,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1983-03-18,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1983-05-09,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1983-05-09,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1983-05-09,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1983-08-01,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1983-08-01,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1983-08-01,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1983-09-07,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1983-09-07,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1983-09-07,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1983-09-26,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1983-09-26,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1983-09-26,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1983-10-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1983-10-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1983-10-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1983-11-29,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1983-11-29,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1983-11-29,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1983-12-06,NA,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1983-12-06,NA,"Flood","Phosphorus",NA
"USGS-02086849",1983-12-06,NA,"Flood","Total dissolved solids",NA
"USGS-02086849",1984-01-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-01-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-01-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-02-23,NA,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-02-23,NA,"Flood","Phosphorus",NA
"USGS-02086849",1984-02-23,NA,"Flood","Total dissolved solids",NA
"USGS-02086849",1984-03-14,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-03-14,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-03-28,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-03-28,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-03-28,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-04-09,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-04-09,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-04-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-04-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-05-03,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-05-03,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-05-21,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-05-21,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-05-21,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-06-05,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-06-05,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-06-05,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-06-18,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-06-18,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-07-10,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-07-10,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-07-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-07-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-07-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-08-07,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-08-07,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-08-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-08-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-08-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-09-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-09-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-09-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-10-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-10-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-10-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-12-04,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-12-04,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-12-04,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1984-12-19,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1984-12-19,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1984-12-19,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-01-03,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-01-03,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-01-03,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-02-20,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-02-20,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-02-20,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-03-26,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-03-26,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-03-26,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-04-30,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-04-30,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-04-30,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-05-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-05-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-05-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-06-18,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-06-18,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-06-18,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-07-22,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-07-22,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-07-22,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-08-18,NA,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-08-18,NA,"Flood","Phosphorus",NA
"USGS-02086849",1985-08-18,NA,"Flood","Total dissolved solids",NA
"USGS-02086849",1985-09-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-09-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-09-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-10-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-10-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-10-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1985-11-21,NA,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-11-21,NA,"Flood","Phosphorus",NA
"USGS-02086849",1985-11-21,NA,"Flood","Total dissolved solids",NA
"USGS-02086849",1985-12-17,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1985-12-17,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1985-12-17,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-01-22,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-01-22,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-01-22,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-02-19,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-02-19,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-02-19,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-03-25,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-03-25,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-03-25,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-04-21,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-05-28,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-06-18,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-06-18,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-06-18,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-07-28,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-08-20,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-09-23,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-10-28,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Gage height",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Phosphorus",NA
"USGS-02086849",1986-11-24,NA,"Routine sample","Total dissolved solids",NA
"USGS-02086849",1987-01-08,NA,"Routine sample","Gage height",NA
"USGS-02086849",1987-01-08,NA,"Routine sample","Height, gage",NA
"USGS-02086849",1987-01-08,NA,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NA
"USGS-02086849",1987-01-08,NA,"Routine sample","Phosphorus",NA
